ID,Age_Group,Gender,Employment,Income,Education,Cafe_Frequency,Reading_Frequency,Visit_Reason,Coffee_Preferences,Food_Preferences,Favorite_Genres,Avg_Spend_AED,Total_Spend_AED,Willing_Pay_Membership,Consider_Membership,Visit_Likelihood,Will_Recommend
230,55+,Female,Full-time employed,"20,001 - 35,000",Diploma/Vocational Training,2-3 times per week,Regular reader (3-5 times per week),Ambiance and interior design|Coffee/beverages quality,"Cold Brew/Iced Coffee|Specialty Coffee (Flat White, Cortado, Macchiato)","No food, just beverages|Sandwiches/Wraps",Comics/Graphic Novels|Fiction - Mystery/Thriller|Non-Fiction - Biography/Memoir|Other,50,74,177,Maybe,Probably will visit,Probably yes
231,18-24,Female,Student,"10,001 - 20,000",High School or below,Once a month,Rare reader (few times a year),Business meetings|Work/study in a different environment,"Arabic/Turkish Coffee|Espresso-based (Cappuccino, Latte, Americano)|Filter/Drip Coffee|Fresh Juices/Smoothies","Breakfast items|Desserts (cakes, brownies)|Traditional Arabic sweets|Vegan/Healthy options",Unknown,38,85,155,"Yes, depending on price",Probably will visit,Definitely yes
232,25-34,Male,Full-time employed,"35,001 - 50,000",Bachelor's Degree,Once a week,Monthly reader (few times a month),Coffee/beverages quality,"Arabic/Turkish Coffee|Espresso-based (Cappuccino, Latte, Americano)","International cuisine options|No food, just beverages|Vegan/Healthy options",Children's/Young Adult|Comics/Graphic Novels|Poetry,38,65,210,"Yes, definitely",Probably won't visit,Probably not
233,35-44,Female,Full-time employed,"20,001 - 35,000",High School or below,Daily,Rare reader (few times a year),Social meetings with friends/colleagues,"Espresso-based (Cappuccino, Latte, Americano)|Hot Chocolate|Specialty Coffee (Flat White, Cortado, Macchiato)","Desserts (cakes, brownies)|Traditional Arabic sweets",Fiction - Mystery/Thriller|Poetry,50,110,153,"Yes, depending on price",Might visit,Probably not
234,35-44,Male,Self-employed/Business owner,"10,001 - 20,000",Bachelor's Degree,4-6 times per week,Rare reader (few times a year),Business meetings|Free WiFi,"Arabic/Turkish Coffee|Cold Brew/Iced Coffee|Fresh Juices/Smoothies|Tea (Black, Green, Herbal)","Desserts (cakes, brownies)|Vegan/Healthy options",Fiction - Contemporary/Romance|Fiction - Science Fiction/Fantasy,27,49,186,Maybe,Might visit,Probably not
235,25-34,Female,Self-employed/Business owner,"5,000 - 10,000",Master's Degree,4-6 times per week,Regular reader (3-5 times per week),Ambiance and interior design|Food quality,"Flavored Coffee (Vanilla, Caramel, Hazelnut)|Non-caffeinated beverages only",Salads|Traditional Arabic sweets,Comics/Graphic Novels|Religious/Spiritual,29,42,107,"Yes, depending on price",Probably will visit,Definitely yes
236,18-24,Male,Homemaker,Prefer not to say,Diploma/Vocational Training,Once a week,Occasional reader (1-2 times per week),Social meetings with friends/colleagues,"Fresh Juices/Smoothies|Non-caffeinated beverages only|Tea (Black, Green, Herbal)","Breakfast items|Desserts (cakes, brownies)|Sandwiches/Wraps|Traditional Arabic sweets",Children's/Young Adult|Comics/Graphic Novels|Fiction - Mystery/Thriller|Non-Fiction - Biography/Memoir|Poetry,35,81,191,Maybe,Might visit,Definitely yes
237,45-54,Female,Homemaker,"35,001 - 50,000",Bachelor's Degree,Once a week,Daily reader (read every day),Work/study in a different environment,Cold Brew/Iced Coffee|Hot Chocolate|Non-caffeinated beverages only,"Desserts (cakes, brownies)|Traditional Arabic sweets",Comics/Graphic Novels|Fiction - Contemporary/Romance|Non-Fiction - Business/Self-Help|Non-Fiction - History/Politics|Religious/Spiritual,42,56,293,Maybe,Might visit,Probably yes
238,25-34,Male,Full-time employed,"Above 75,000",Bachelor's Degree,2-3 times per month,Occasional reader (1-2 times per week),Business meetings|Coffee/beverages quality,"Hot Chocolate|Specialty Coffee (Flat White, Cortado, Macchiato)|Tea (Black, Green, Herbal)","No food, just beverages|Sandwiches/Wraps",Fiction - Literary|Fiction - Science Fiction/Fantasy|Non-Fiction - Science/Technology|Poetry,70,175,0,Probably not,Might visit,Maybe
239,35-44,Male,Full-time employed,"20,001 - 35,000",Bachelor's Degree,2-3 times per month,Occasional reader (1-2 times per week),Coffee/beverages quality,"Filter/Drip Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Hot Chocolate|Tea (Black, Green, Herbal)",International cuisine options|Vegan/Healthy options,Fiction - Literary|Fiction - Science Fiction/Fantasy|Non-Fiction - Science/Technology,41,71,302,"Yes, depending on price",Might visit,Maybe
240,35-44,Prefer not to say,Full-time employed,"50,001 - 75,000",Bachelor's Degree,2-3 times per week,Occasional reader (1-2 times per week),Coffee/beverages quality,"Arabic/Turkish Coffee|Cold Brew/Iced Coffee|Espresso-based (Cappuccino, Latte, Americano)|Tea (Black, Green, Herbal)","Breakfast items|No food, just beverages|Salads",Children's/Young Adult|Fiction - Science Fiction/Fantasy|Non-Fiction - Science/Technology,58,146,300,"Yes, depending on price",Probably won't visit,Probably not
241,25-34,Male,Full-time employed,"Above 75,000",Bachelor's Degree,2-3 times per week,Non-reader,"Food quality|Relaxation and ""me-time""","Arabic/Turkish Coffee|Cold Brew/Iced Coffee|Filter/Drip Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)","International cuisine options|No food, just beverages|Vegan/Healthy options",Unknown,92,179,308,Maybe,Might visit,Probably not
242,35-44,Female,Full-time employed,"20,001 - 35,000",Bachelor's Degree,Once a week,Regular reader (3-5 times per week),Ambiance and interior design|Coffee/beverages quality,"Fresh Juices/Smoothies|Specialty Coffee (Flat White, Cortado, Macchiato)","Pastries (croissants, muffins)|Vegan/Healthy options",Fiction - Literary|Fiction - Science Fiction/Fantasy,27,42,254,"Yes, definitely",Might visit,Maybe
243,35-44,Female,Self-employed/Business owner,"10,001 - 20,000",Bachelor's Degree,2-3 times per month,Monthly reader (few times a month),Coffee/beverages quality|Work/study in a different environment,Filter/Drip Coffee|Fresh Juices/Smoothies,"Light snacks (cookies, biscuits)|Vegan/Healthy options",Comics/Graphic Novels|Fiction - Science Fiction/Fantasy|Non-Fiction - History/Politics|Poetry|Religious/Spiritual,39,59,0,Definitely not,Probably will visit,Probably yes
244,55+,Female,Homemaker,"50,001 - 75,000",Bachelor's Degree,2-3 times per week,Regular reader (3-5 times per week),Coffee/beverages quality|Social meetings with friends/colleagues,"Cold Brew/Iced Coffee|Filter/Drip Coffee|Hot Chocolate|Specialty Coffee (Flat White, Cortado, Macchiato)","Light snacks (cookies, biscuits)|No food, just beverages|Salads|Sandwiches/Wraps",Children's/Young Adult|Comics/Graphic Novels|Non-Fiction - History/Politics|Poetry|Religious/Spiritual,80,212,293,Maybe,Definitely will visit,Maybe
245,25-34,Female,Part-time employed,"50,001 - 75,000",High School or below,4-6 times per week,Occasional reader (1-2 times per week),Coffee/beverages quality,Cold Brew/Iced Coffee|Non-caffeinated beverages only,"Pastries (croissants, muffins)|Traditional Arabic sweets",Non-Fiction - Biography/Memoir|Non-Fiction - Business/Self-Help|Non-Fiction - History/Politics|Other,58,140,326,Maybe,Definitely will visit,Probably yes
246,35-44,Female,Full-time employed,"50,001 - 75,000",Diploma/Vocational Training,Once a week,Occasional reader (1-2 times per week),Food quality,"Espresso-based (Cappuccino, Latte, Americano)|Filter/Drip Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Non-caffeinated beverages only","Desserts (cakes, brownies)|Light snacks (cookies, biscuits)|Vegan/Healthy options",Fiction - Contemporary/Romance|Non-Fiction - Biography/Memoir|Other|Poetry,80,217,330,"Yes, depending on price",Probably will visit,Probably yes
247,25-34,Male,Full-time employed,"50,001 - 75,000",Bachelor's Degree,2-3 times per week,Daily reader (read every day),Coffee/beverages quality,"Espresso-based (Cappuccino, Latte, Americano)|Filter/Drip Coffee|Specialty Coffee (Flat White, Cortado, Macchiato)","Breakfast items|Desserts (cakes, brownies)|Salads|Vegan/Healthy options",Comics/Graphic Novels|Fiction - Science Fiction/Fantasy|Poetry,80,244,289,"Yes, depending on price",Definitely will visit,Definitely yes
248,25-34,Male,Self-employed/Business owner,"35,001 - 50,000",Master's Degree,Once a week,Occasional reader (1-2 times per week),"Relaxation and ""me-time""|Social meetings with friends/colleagues","Cold Brew/Iced Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Hot Chocolate","Desserts (cakes, brownies)|Pastries (croissants, muffins)",Non-Fiction - Science/Technology|Other|Poetry,49,80,191,"Yes, depending on price",Probably will visit,Probably yes
249,35-44,Female,Full-time employed,"50,001 - 75,000",Bachelor's Degree,Once a week,Monthly reader (few times a month),Social meetings with friends/colleagues,Fresh Juices/Smoothies|Hot Chocolate,"Light snacks (cookies, biscuits)|Pastries (croissants, muffins)|Sandwiches/Wraps",Fiction - Science Fiction/Fantasy|Non-Fiction - Biography/Memoir|Other|Religious/Spiritual,80,219,447,Maybe,Definitely will visit,Definitely yes
250,25-34,Female,Full-time employed,"35,001 - 50,000",Master's Degree,2-3 times per week,Occasional reader (1-2 times per week),Social meetings with friends/colleagues,"Cold Brew/Iced Coffee|Espresso-based (Cappuccino, Latte, Americano)|Fresh Juices/Smoothies",Traditional Arabic sweets|Vegan/Healthy options,Fiction - Literary|Non-Fiction - Business/Self-Help|Religious/Spiritual,55,108,183,"Yes, depending on price",Probably will visit,Probably yes
251,25-34,Female,Part-time employed,"20,001 - 35,000",Diploma/Vocational Training,Once a week,Rare reader (few times a year),Social meetings with friends/colleagues,"Filter/Drip Coffee|Fresh Juices/Smoothies|Tea (Black, Green, Herbal)",International cuisine options|Salads,Non-Fiction - Science/Technology,26,53,155,"Yes, definitely",Might visit,Maybe
252,45-54,Male,Full-time employed,"50,001 - 75,000",Master's Degree,4-6 times per week,Daily reader (read every day),Food quality,Cold Brew/Iced Coffee|Fresh Juices/Smoothies|Hot Chocolate|Non-caffeinated beverages only,"Breakfast items|No food, just beverages|Pastries (croissants, muffins)|Vegan/Healthy options",Children's/Young Adult|Fiction - Literary|Fiction - Mystery/Thriller|Non-Fiction - Science/Technology|Poetry,53,118,407,"Yes, depending on price",Definitely will visit,Definitely yes
253,18-24,Male,Part-time employed,Prefer not to say,Master's Degree,2-3 times per month,Daily reader (read every day),"Ambiance and interior design|Relaxation and ""me-time""","Arabic/Turkish Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Hot Chocolate",International cuisine options|Vegan/Healthy options,Comics/Graphic Novels|Non-Fiction - Science/Technology,42,81,197,Maybe,Definitely will visit,Definitely yes
254,25-34,Female,Full-time employed,"10,001 - 20,000",Bachelor's Degree,2-3 times per week,Non-reader,Work/study in a different environment,"Arabic/Turkish Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Fresh Juices/Smoothies|Specialty Coffee (Flat White, Cortado, Macchiato)","Breakfast items|International cuisine options|No food, just beverages|Pastries (croissants, muffins)",Unknown,40,65,119,"Yes, depending on price",Might visit,Maybe
255,55+,Female,Full-time employed,"20,001 - 35,000",Diploma/Vocational Training,Once a week,Daily reader (read every day),Work/study in a different environment,"Cold Brew/Iced Coffee|Tea (Black, Green, Herbal)",International cuisine options|Salads|Vegan/Healthy options,Comics/Graphic Novels|Non-Fiction - Business/Self-Help|Other|Religious/Spiritual,27,47,0,Probably not,Definitely will visit,Maybe
256,55+,Prefer not to say,Retired,"20,001 - 35,000",Diploma/Vocational Training,2-3 times per month,Daily reader (read every day),Ambiance and interior design,"Arabic/Turkish Coffee|Cold Brew/Iced Coffee|Espresso-based (Cappuccino, Latte, Americano)|Flavored Coffee (Vanilla, Caramel, Hazelnut)","Breakfast items|Desserts (cakes, brownies)|No food, just beverages|Pastries (croissants, muffins)",Comics/Graphic Novels|Non-Fiction - History/Politics,26,50,0,Definitely not,Might visit,Maybe
257,18-24,Female,Student,"Less than 5,000",Bachelor's Degree,Rarely/Never,Regular reader (3-5 times per week),Coffee/beverages quality,Fresh Juices/Smoothies|Hot Chocolate,"International cuisine options|Light snacks (cookies, biscuits)",Children's/Young Adult|Fiction - Science Fiction/Fantasy|Non-Fiction - Science/Technology,15,27,0,Probably not,Probably will visit,Definitely yes
258,25-34,Male,Full-time employed,"50,001 - 75,000",Diploma/Vocational Training,4-6 times per week,Rare reader (few times a year),"Ambiance and interior design|Relaxation and ""me-time""","Filter/Drip Coffee|Fresh Juices/Smoothies|Specialty Coffee (Flat White, Cortado, Macchiato)",Salads|Traditional Arabic sweets,Children's/Young Adult|Non-Fiction - Business/Self-Help,41,113,279,"Yes, definitely",Probably won't visit,Definitely not
259,25-34,Male,Part-time employed,"10,001 - 20,000",Bachelor's Degree,Rarely/Never,Regular reader (3-5 times per week),"Food quality|Relaxation and ""me-time""","Cold Brew/Iced Coffee|Espresso-based (Cappuccino, Latte, Americano)|Fresh Juices/Smoothies","Desserts (cakes, brownies)|Light snacks (cookies, biscuits)|Salads|Sandwiches/Wraps",Fiction - Mystery/Thriller|Non-Fiction - History/Politics|Poetry|Religious/Spiritual,27,38,0,Definitely not,Definitely will visit,Probably yes
260,55+,Female,Retired,"10,001 - 20,000",Master's Degree,Once a week,Daily reader (read every day),Work/study in a different environment,Filter/Drip Coffee|Fresh Juices/Smoothies|Hot Chocolate|Non-caffeinated beverages only,International cuisine options|Traditional Arabic sweets|Vegan/Healthy options,Fiction - Literary|Non-Fiction - Biography/Memoir|Other|Religious/Spiritual,30,45,148,"Yes, depending on price",Definitely will visit,Definitely yes
261,45-54,Female,Self-employed/Business owner,"50,001 - 75,000",Master's Degree,Daily,Daily reader (read every day),"Relaxation and ""me-time""","Hot Chocolate|Specialty Coffee (Flat White, Cortado, Macchiato)","Pastries (croissants, muffins)|Traditional Arabic sweets|Vegan/Healthy options",Fiction - Contemporary/Romance|Religious/Spiritual,47,93,476,Maybe,Might visit,Maybe
262,45-54,Male,Full-time employed,"20,001 - 35,000",Diploma/Vocational Training,Rarely/Never,Monthly reader (few times a month),Business meetings|Work/study in a different environment,"Hot Chocolate|Specialty Coffee (Flat White, Cortado, Macchiato)","Desserts (cakes, brownies)|Traditional Arabic sweets",Comics/Graphic Novels|Fiction - Mystery/Thriller|Fiction - Science Fiction/Fantasy|Other|Religious/Spiritual,34,58,306,"Yes, definitely",Probably will visit,Probably yes
263,25-34,Female,Part-time employed,"10,001 - 20,000",Bachelor's Degree,2-3 times per month,Occasional reader (1-2 times per week),Food quality,"Cold Brew/Iced Coffee|Espresso-based (Cappuccino, Latte, Americano)|Fresh Juices/Smoothies|Non-caffeinated beverages only","Desserts (cakes, brownies)|Sandwiches/Wraps",Children's/Young Adult|Fiction - Contemporary/Romance|Non-Fiction - Science/Technology,36,79,0,Probably not,Probably will visit,Maybe
264,25-34,Female,Self-employed/Business owner,"50,001 - 75,000",Bachelor's Degree,Once a week,Monthly reader (few times a month),Business meetings,Cold Brew/Iced Coffee|Non-caffeinated beverages only,"Pastries (croissants, muffins)|Traditional Arabic sweets",Comics/Graphic Novels|Fiction - Contemporary/Romance|Non-Fiction - History/Politics|Religious/Spiritual,50,136,405,Maybe,Definitely will visit,Probably yes
265,45-54,Male,Homemaker,"Above 75,000",Master's Degree,2-3 times per week,Occasional reader (1-2 times per week),Coffee/beverages quality|Work/study in a different environment,"Filter/Drip Coffee|Non-caffeinated beverages only|Specialty Coffee (Flat White, Cortado, Macchiato)|Tea (Black, Green, Herbal)",Breakfast items|Salads,Children's/Young Adult|Comics/Graphic Novels|Fiction - Mystery/Thriller|Non-Fiction - Biography/Memoir|Non-Fiction - Science/Technology,64,135,328,"Yes, depending on price",Definitely will visit,Probably yes
266,35-44,Female,Full-time employed,"50,001 - 75,000",High School or below,4-6 times per week,Occasional reader (1-2 times per week),Social meetings with friends/colleagues,"Arabic/Turkish Coffee|Tea (Black, Green, Herbal)","Desserts (cakes, brownies)|Pastries (croissants, muffins)",Fiction - Mystery/Thriller|Non-Fiction - Biography/Memoir,55,121,385,"Yes, definitely",Probably will visit,Probably yes
